chr	pos	ref_base	strand	mod	WT2_depth	WT2_basecall_accuracy	WT2_mod_freq	WT2_mod_prob	KOM3_depth	KOM3_basecall_accuracy	KOM3_mod_freq	KOM3_mod_prob	WT1_depth	WT1_basecall_accuracy	WT1_mod_freq	WT1_mod_prob	KOM14_depth	KOM14_basecall_accuracy	KOM14_mod_freq	KOM14_mod_prob
chr16	11220563	A	-	m6A	257	0.926	0.198	0.8	70	0.914	0.1	0.667	74	0.959	0.203	0.733	167	0.958	0.114	0.833
chr16	13814530	A	+	m6A	300	0.99	0.067	0.783	148	1	0.02	0.833	118	1	0.11	0.867	163	1	0.055	0.767
chr16	14192703	A	+	m6A	151	0.967	0.483	0.9	67	0.97	0.149	0.85	68	1	0.515	0.967	114	0.982	0.228	0.9
chr16	14192797	A	+	m6A	148	0.98	0.399	0.8	68	0.985	0.176	0.8	67	1	0.522	0.767	120	1	0.25	0.833
chr16	14299377	A	-	m6A	93	0.989	0.054	0.667	40	0.975	0.025	0.567	36	0.972	0.111	0.717	57	1	0.018	0.667
chr16	14299524	A	-	m6A	83	1	0.072	0.867	38	1	0.079	0.767	34	0.971	0.118	0.7	56	1	0.089	0.733
chr16	15624220	A	-	m6A	250	0.988	0.132	0.9	59	1	0.051	0.633	99	1	0.222	0.85	189	0.995	0.021	0.85
chr16	15624240	A	-	m6A	263	0.962	0.103	0.8	63	0.952	0.016	0.6	99	0.97	0.111	0.733	201	0.97	0.05	0.833
chr16	16927158	A	+	m6A	73	0.986	0.247	0.933	42	1	0.071	0.9	25	1	0.32	0.65	53	1	0.094	0.967
chr16	17045203	A	+	m6A	184	0.989	0.054	0.75	55	1	0.055	0.6	74	1	0.108	0.8	111	1	0.045	0.767
chr16	17086694	A	-	m6A	144	1	0.312	0.8	122	1	0.074	0.767	65	1	0.323	0.8	101	0.99	0.149	0.867
chr16	17152310	A	-	m6A	222	1	0.131	0.733	233	0.996	0.021	0.8	123	1	0.179	0.7	163	1	0.074	0.85
chr16	17153099	A	-	m6A	112	1	0.268	0.867	81	1	0.136	0.867	50	0.98	0.3	0.9	79	1	0.101	0.75
chr16	17153381	A	-	m6A	58	0.983	0.276	0.933	27	1	0	NA	26	0.962	0.423	0.867	48	0.979	0.146	0.767
chr16	17280441	A	-	m6A	62	0.984	0.113	0.833	33	0.939	0	NA	33	1	0.061	0.583	51	0.961	0.02	0.667
chr16	17528180	A	-	m6A	85	1	0.165	0.783	57	1	0.158	0.667	26	1	0.308	0.85	48	0.979	0.208	0.817
chr16	17528222	A	-	m6A	87	0.977	0.448	0.9	63	1	0.571	0.833	25	0.92	0.64	0.733	49	0.98	0.49	0.817
chr16	17528244	A	-	m6A	86	1	0.256	0.75	63	1	0.032	0.8	26	0.962	0.077	0.717	50	1	0.02	0.633
chr16	17840569	A	-	m6A	132	0.977	0.121	0.8	85	1	0.035	0.7	53	0.981	0.189	0.7	44	1	0.114	0.767
chr16	18872334	A	-	m6A	328	0.966	0.323	0.733	168	0.964	0.196	0.667	73	0.973	0.37	0.7	155	0.955	0.226	0.7
chr16	20280009	A	-	m6A	284	0.986	0.13	0.8	171	0.982	0.035	0.85	103	1	0.184	0.767	177	0.994	0.017	0.7
chr16	20543952	A	+	m6A	89	1	0.067	0.867	33	1	0.061	0.7	28	1	0.107	0.8	47	1	0.043	0.683
chr16	20605506	A	-	m6A	95	1	0.274	0.8	56	0.982	0.161	0.633	40	0.975	0.275	0.867	66	1	0.258	0.733
chr16	20692464	A	+	m6A	338	0.896	0.071	0.717	79	0.937	0.051	0.617	88	0.852	0.159	0.717	206	0.893	0.058	0.717
chr16	20692497	A	+	m6A	358	0.972	0.394	0.867	85	0.988	0.094	0.683	94	0.989	0.489	0.833	218	0.977	0.206	0.833
chr16	20692766	A	+	m6A	464	0.981	0.082	0.767	148	1	0.027	0.767	138	0.949	0.094	0.733	309	0.958	0.029	0.833
chr16	20722073	A	+	m6A	478	0.956	0.201	0.767	338	0.976	0.044	0.633	175	0.954	0.2	0.7	250	0.984	0.068	0.767
chr16	21223005	A	+	m6A	69	0.971	0.319	0.75	25	0.96	0.08	0.717	41	0.951	0.268	0.833	61	0.934	0.213	0.833
chr16	21223097	A	+	m6A	78	0.962	0.244	0.733	32	1	0	NA	50	0.96	0.34	0.8	60	0.983	0.1	0.8
chr16	21223117	A	+	m6A	78	0.987	0.051	0.933	31	1	0.032	0.733	49	1	0.163	0.85	63	1	0.111	0.933
chr16	22059269	A	-	m6A	129	1	0.202	0.75	94	1	0.043	0.767	88	0.989	0.295	0.8	123	0.992	0.098	0.75
chr16	22246089	A	-	m6A	545	0.993	0.327	0.8	252	0.996	0.079	0.767	185	0.995	0.378	0.783	348	0.997	0.141	0.833
chr16	22381484	A	-	m6A	395	0.997	0.129	0.767	186	0.995	0.043	0.8	136	1	0.162	0.767	236	0.996	0.072	0.767
chr16	22381794	A	-	m6A	139	1	0.259	0.75	25	1	0.08	0.667	41	1	0.171	0.733	91	1	0.132	0.783
chr16	22871752	A	+	m6A	116	1	0.362	0.783	57	1	0.07	0.833	29	1	0.345	0.85	75	0.987	0.133	0.917
chr16	22872272	A	+	m6A	87	0.977	0.437	0.8	71	0.944	0.211	0.8	34	1	0.529	0.8	64	0.984	0.188	0.767
chr16	23113512	A	+	m6A	202	0.975	0.084	0.733	35	1	0.029	0.967	95	1	0.095	0.733	201	1	0.09	0.617
chr16	23113634	A	+	m6A	233	0.987	0.107	0.667	44	1	0	NA	112	0.973	0.152	0.7	226	0.991	0.022	0.667
chr16	30067485	A	+	m6A	97	1	0.206	0.733	26	1	0.192	0.7	44	0.977	0.182	0.7	83	1	0.133	0.7
chr16	30067516	A	+	m6A	109	0.972	0.303	0.767	31	0.968	0.323	0.567	52	1	0.481	0.7	100	1	0.24	0.733
chr16	30561573	A	-	m6A	270	0.904	0.104	0.667	157	0.93	0.025	0.683	96	0.927	0.135	0.7	170	0.929	0.053	0.8
chr16	31947887	A	-	m6A	271	0.989	0.214	0.8	180	0.972	0.039	0.733	126	0.984	0.23	0.767	164	1	0.091	0.833
chr16	31947922	A	-	m6A	265	0.977	0.185	0.767	167	0.97	0.192	0.733	117	0.966	0.214	0.767	166	0.988	0.217	0.783
chr16	31948013	A	-	m6A	258	0.942	0.136	0.733	162	0.981	0.049	0.65	98	0.98	0.102	0.9	154	0.981	0.058	0.733
chr16	31948154	A	-	m6A	165	0.982	0.103	0.667	92	0.989	0.033	0.633	54	0.981	0.056	0.667	94	0.989	0.043	0.7
chr16	31948237	A	-	m6A	146	0.993	0.062	0.8	64	0.984	0	NA	50	0.98	0.06	0.8	77	1	0.026	0.833
chr16	31957924	A	+	m6A	97	0.99	0.165	0.817	45	1	0.022	0.567	32	0.906	0.062	0.583	62	1	0.048	0.667
chr16	32018071	A	-	m6A	104	1	0.385	0.733	32	1	0.094	0.833	50	0.98	0.44	0.833	76	1	0.105	0.783
chr16	32683081	A	+	m6A	115	0.983	0.122	0.75	54	0.981	0.056	0.867	37	0.946	0.162	0.817	67	0.97	0.03	0.75
chr16	33948806	A	+	m6A	81	0.988	0.407	0.867	69	1	0.188	0.9	37	0.973	0.297	0.767	93	1	0.301	0.933
chr16	33948815	A	+	m6A	79	0.975	0.089	0.6	68	0.985	0	NA	35	0.943	0.057	0.667	94	0.968	0.053	0.633
chr16	33948949	A	+	m6A	110	1	0.2	0.85	106	1	0.038	0.767	61	1	0.23	0.817	123	1	0.106	0.733
chr16	33956672	A	-	m6A	503	0.988	0.491	0.8	470	0.981	0.164	0.8	175	0.989	0.497	0.833	300	0.983	0.233	0.8
chr16	33956674	A	-	m6A	654	0.995	0.061	0.867	604	0.998	0.025	0.8	199	1	0.075	0.867	380	1	0.034	0.8
chr16	35697474	A	-	m6A	51	1	0.078	0.583	30	1	0.033	0.833	28	1	0.107	0.767	35	1	0	NA
chr16	35697517	A	-	m6A	51	0.961	0.255	0.867	28	1	0.071	0.9	28	1	0.321	0.867	34	1	0.206	0.733
chr16	35825191	A	+	m6A	198	0.949	0.096	0.733	70	0.957	0.071	0.7	62	0.919	0.097	0.767	149	0.96	0.047	0.7
chr16	35825322	A	+	m6A	234	0.987	0.427	0.767	82	0.976	0.354	0.733	67	0.985	0.448	0.85	174	0.994	0.408	0.767
chr16	36035870	A	+	m6A	85	0.988	0.094	0.75	71	1	0.042	0.6	41	1	0.098	0.767	63	1	0	NA
chr16	36036696	A	+	m6A	79	1	0.19	0.633	37	1	0	NA	31	1	0.161	0.867	56	1	0.071	0.767
chr16	36036929	A	+	m6A	106	0.991	0.283	0.817	77	1	0.078	0.917	51	0.98	0.314	0.8	75	0.987	0.187	0.933
chr16	36043931	A	-	m6A	419	0.988	0.129	0.817	148	0.986	0.007	0.567	141	0.986	0.085	0.9	260	0.988	0.035	0.867
chr16	36932930	A	+	m6A	69	0.957	0.13	0.6	44	0.955	0.045	0.783	27	0.926	0.148	0.733	36	1	0.056	0.7
chr16	37836264	A	+	m6A	152	0.993	0.171	0.833	32	1	0.031	0.9	35	1	0.229	0.733	83	1	0.096	0.65
chr16	44736983	A	+	m6A	79	1	0.165	0.633	40	1	0	NA	27	1	0.296	0.8	45	0.978	0.044	0.65
chr16	48293814	A	+	m6A	167	0.988	0.246	0.833	52	1	0.019	0.6	30	1	0.367	0.8	82	0.963	0.061	0.833
chr16	48294121	A	+	m6A	259	0.992	0.054	0.75	114	0.982	0.009	0.667	74	0.986	0.054	0.633	161	0.994	0.006	0.733
chr16	56033921	A	-	m6A	75	0.973	0.067	0.667	32	1	0	NA	34	1	0.088	0.933	52	1	0.058	0.867
chr16	57152752	A	+	m6A	364	0.989	0.088	0.633	106	0.981	0.028	0.533	90	1	0.122	0.667	155	0.994	0.065	0.617
chr16	64766199	A	-	m6A	125	0.992	0.256	0.667	73	0.986	0.151	0.633	40	1	0.225	0.733	68	0.985	0.147	0.65
chr16	64766206	A	-	m6A	122	0.992	0.402	0.767	70	0.971	0.343	0.817	41	1	0.341	0.65	66	0.985	0.318	0.733
chr16	64858974	A	+	m6A	116	0.922	0.069	0.767	53	0.981	0.038	0.717	57	0.947	0.053	0.833	93	0.892	0.011	0.9
chr16	84825650	A	+	m6A	177	0.989	0.469	0.9	54	0.944	0.13	0.733	41	0.976	0.439	0.85	91	0.989	0.154	0.917
chr16	90751890	A	-	m6A	88	0.955	0.318	0.767	31	1	0.258	0.783	32	0.938	0.375	0.883	57	0.982	0.368	0.767
chr16	91621450	A	-	m6A	1007	0.992	0.148	0.7	475	0.992	0.103	0.733	397	0.985	0.146	0.7	604	0.997	0.162	0.7
chr16	91633755	A	-	m6A	83	0.988	0.253	0.767	50	1	0.02	0.933	31	0.935	0.323	0.833	72	1	0.097	0.833
chr16	91925274	A	-	m6A	1748	0.98	0.152	0.8	889	0.982	0.031	0.783	666	0.979	0.195	0.8	1020	0.973	0.077	0.8
chr16	92392166	A	-	m6A	74	1	0.135	0.767	51	1	0.02	0.7	34	1	0.059	0.617	30	1	0	NA
chr16	93610284	A	+	m6A	105	0.971	0.295	0.667	76	1	0.066	0.7	46	0.978	0.217	0.783	82	1	0.134	0.7
chr16	93901043	A	+	m6A	108	0.991	0.204	0.817	60	1	0.033	0.95	38	1	0.158	0.867	81	0.988	0.123	0.833
chr16	96121821	A	-	m6A	2428	0.981	0.052	0.8	1163	0.988	0.028	0.717	866	0.99	0.082	0.8	1332	0.982	0.027	0.767
chr17	5411299	A	-	m6A	118	0.983	0.102	0.7	39	1	0.051	0.567	33	1	0.152	0.667	52	0.962	0.077	0.683
chr17	6084621	A	+	m6A	400	0.993	0.12	0.783	273	0.996	0.015	0.8	160	1	0.194	0.8	216	0.991	0.051	0.833
chr17	6084806	A	+	m6A	384	0.99	0.115	0.767	264	1	0.015	0.733	152	0.993	0.092	0.817	220	0.991	0.05	0.667
chr17	6738751	A	-	m6A	201	1	0.294	0.767	36	1	0.139	0.733	62	0.984	0.403	0.767	91	0.989	0.132	0.75
chr17	6738800	A	-	m6A	199	0.995	0.271	0.8	34	1	0	NA	64	1	0.328	0.9	89	1	0.101	0.867
chr17	8196178	A	+	m6A	93	0.989	0.054	0.7	41	0.976	0.024	0.733	36	1	0.056	0.667	43	1	0.023	0.767
chr17	8196208	A	+	m6A	103	1	0.184	0.7	50	0.96	0.14	0.633	37	1	0.324	0.667	44	1	0.205	0.767
chr17	12227990	A	-	m6A	53	0.981	0.34	0.8	26	0.962	0.154	0.65	34	0.971	0.441	0.767	46	0.978	0.196	0.8
chr17	15476024	A	-	m6A	1394	0.956	0.119	0.7	854	0.95	0.015	0.767	534	0.946	0.112	0.717	843	0.983	0.043	0.717
chr17	24223775	A	-	m6A	211	0.919	0.175	0.733	62	0.935	0.097	0.833	69	0.971	0.058	0.65	124	0.992	0.016	0.767
chr17	24223831	A	-	m6A	155	0.91	0.084	0.767	36	0.889	0.056	0.667	47	0.915	0.149	0.7	86	0.942	0.07	0.7
chr17	24443950	A	-	m6A	46	1	0.087	0.683	30	0.967	0.133	0.75	25	1	0.2	0.6	31	0.968	0.065	0.8
chr17	24471111	A	+	m6A	164	0.921	0.116	0.767	154	0.955	0.039	0.633	35	0.971	0.143	0.767	148	0.905	0.081	0.633
chr17	24509101	A	-	m6A	149	0.987	0.101	0.767	60	0.983	0.067	0.667	68	1	0.176	0.767	102	0.99	0.069	0.767
chr17	24681601	A	+	m6A	122	0.992	0.139	0.767	38	0.974	0	NA	43	1	0.209	0.7	92	0.924	0.076	0.8
chr17	24742317	A	+	m6A	92	0.935	0.217	0.783	37	1	0.108	0.65	45	1	0.156	0.967	58	1	0.052	0.8
chr17	24896009	A	+	m6A	259	0.981	0.255	0.75	215	0.995	0.07	0.8	90	0.989	0.3	0.733	149	0.993	0.134	0.75
chr17	24896028	A	+	m6A	253	0.976	0.162	0.767	220	0.995	0.064	0.767	93	0.978	0.14	0.8	150	0.973	0.067	0.833
chr17	24896089	A	+	m6A	263	0.939	0.091	0.75	252	0.988	0.02	0.7	99	0.939	0.131	0.9	155	0.974	0.032	0.733
chr17	24942562	A	-	m6A	222	1	0.149	0.767	58	1	0.017	0.667	61	1	0.131	0.833	150	1	0.08	0.867
chr17	25719099	A	-	m6A	174	1	0.161	0.75	81	0.988	0.111	0.767	74	1	0.162	0.717	123	0.976	0.089	0.767
chr17	25790520	A	-	m6A	50	1	0.12	0.7	43	1	0.07	0.567	28	1	0.179	0.7	42	1	0.024	0.733
chr17	25794948	A	-	m6A	50	1	0.3	0.8	28	0.964	0.107	0.8	27	0.926	0.222	0.683	34	0.971	0.059	0.733
chr17	25830737	A	-	m6A	560	0.95	0.054	0.733	387	0.953	0.021	0.667	236	0.941	0.064	0.7	328	0.942	0.018	0.667
chr17	25830892	A	-	m6A	532	0.985	0.122	0.733	326	0.988	0.046	0.8	206	0.976	0.15	0.767	313	0.981	0.073	0.767
chr17	25863850	A	-	m6A	59	1	0.254	0.767	49	0.98	0.143	0.6	39	0.974	0.359	0.75	38	1	0.132	0.933
chr17	25882175	A	-	m6A	86	1	0.14	0.867	43	1	0.07	0.9	27	1	0.259	0.9	70	1	0.057	0.833
chr17	25882234	A	-	m6A	88	1	0.068	0.733	45	1	0.067	0.567	29	1	0.103	0.767	68	1	0.044	0.6
chr17	25926559	A	-	m6A	114	0.991	0.061	0.733	61	1	0	NA	68	0.985	0.118	0.817	77	1	0.052	0.833
chr17	26126459	A	+	m6A	604	1	0.061	0.7	493	0.992	0.012	0.683	280	1	0.079	0.717	364	0.997	0.03	0.767
chr17	26212969	A	-	m6A	100	1	0.16	0.667	83	1	0.024	0.633	71	1	0.169	0.667	82	0.976	0.061	0.633
chr17	26280464	A	+	m6A	108	1	0.139	0.8	38	1	0.079	0.833	34	1	0.265	0.9	47	1	0.106	0.9
chr17	26699523	A	+	m6A	139	0.978	0.079	0.667	60	0.967	0.017	0.867	34	0.971	0.059	0.767	95	0.979	0.021	0.75
chr17	26792371	A	+	m6A	85	0.976	0.459	0.867	53	0.962	0.302	0.833	27	0.963	0.778	0.867	60	0.95	0.35	0.767
chr17	26792406	A	+	m6A	81	1	0.123	0.733	52	0.962	0	NA	27	1	0.148	0.767	58	0.966	0.052	0.567
chr17	27020326	A	-	m6A	83	0.988	0.169	0.9	28	0.964	0	NA	33	1	0.212	0.8	43	1	0.07	0.633
chr17	27122037	A	+	m6A	77	0.987	0.091	0.933	40	0.95	0.025	0.767	55	0.909	0.164	0.9	74	0.973	0.027	0.6
chr17	27122051	A	+	m6A	77	0.948	0.182	0.767	39	0.974	0.026	0.933	54	0.944	0.259	0.817	74	0.986	0.041	0.733
chr17	27579696	A	-	m6A	72	0.972	0.264	0.733	59	1	0.017	0.967	30	0.933	0.333	0.817	53	0.962	0.057	0.833
chr17	27751554	A	-	m6A	171	0.988	0.076	0.833	106	1	0.009	0.733	87	0.989	0.069	0.633	138	1	0.022	0.8
chr17	28228330	A	+	m6A	83	0.94	0.217	0.733	31	1	0.194	0.633	37	0.919	0.27	0.667	77	0.961	0.208	0.633
chr17	28587774	A	-	m6A	146	0.952	0.336	0.9	114	0.991	0.149	0.833	62	0.952	0.435	0.9	102	0.971	0.137	0.817
chr17	28589635	A	-	m6A	157	0.994	0.057	0.767	66	1	0.015	0.567	51	1	0.078	0.75	104	0.981	0	NA
chr17	28589834	A	-	m6A	160	0.988	0.225	0.733	67	0.985	0.075	0.7	44	0.977	0.136	0.683	108	0.981	0.148	0.683
chr17	28590020	A	-	m6A	96	0.875	0.427	0.867	27	0.963	0.222	0.733	25	0.92	0.36	0.867	62	0.968	0.323	0.817
chr17	28748028	A	+	m6A	200	0.995	0.065	0.733	93	0.989	0.043	0.733	55	1	0.109	0.717	110	0.991	0.036	0.733
chr17	28748208	A	+	m6A	283	0.982	0.375	0.767	186	0.984	0.151	0.783	111	1	0.36	0.85	162	1	0.315	0.733
chr17	28748213	A	+	m6A	291	0.976	0.371	0.833	186	0.995	0.172	0.867	113	0.982	0.425	0.833	169	0.988	0.213	0.733
chr17	28778476	A	+	m6A	39	1	0.103	0.65	25	1	0.04	0.7	31	1	0.097	0.967	39	1	0.026	0.833
chr17	29041691	A	+	m6A	724	0.999	0.054	0.667	172	0.994	0.006	0.933	170	0.994	0.059	0.65	307	1	0.01	0.6
chr17	29100173	A	+	m6A	104	0.99	0.077	0.767	31	1	0	NA	48	1	0.125	0.867	91	1	0.022	0.817
chr17	29100561	A	+	m6A	355	0.994	0.242	0.867	219	0.982	0.059	0.8	266	0.97	0.308	0.85	316	0.991	0.101	0.9
chr17	29251358	A	-	m6A	257	0.965	0.062	0.617	71	0.972	0	NA	44	0.977	0.068	0.733	105	0.933	0.029	0.567
chr17	29606795	A	+	m6A	86	1	0.105	0.6	64	1	0.031	0.617	59	0.983	0.153	0.633	61	0.984	0.016	0.867
chr17	29641223	A	+	m6A	60	0.983	0.183	0.933	58	1	0.034	0.55	37	1	0.162	0.85	56	1	0.018	0.667
chr17	29641260	A	+	m6A	73	1	0.055	0.85	67	1	0.015	0.533	42	1	0.31	0.667	65	1	0.015	0.7
chr17	29641354	A	+	m6A	81	0.926	0.383	0.867	81	0.988	0.074	0.933	52	0.962	0.327	0.767	68	0.971	0.162	0.9
chr17	29641441	A	+	m6A	100	0.98	0.24	0.817	91	0.967	0.033	0.567	62	1	0.226	0.783	78	0.987	0.115	0.9
chr17	30622514	A	-	m6A	88	0.977	0.08	0.8	37	1	0.027	0.967	33	1	0.152	0.7	69	1	0.043	0.833
chr17	31496287	A	-	m6A	154	1	0.065	0.733	80	1	0	NA	51	1	0.098	0.733	80	0.988	0.025	0.9
chr17	31946467	A	-	m6A	138	0.957	0.174	0.8	63	0.952	0.048	0.733	40	0.975	0.275	0.733	76	0.921	0.039	0.533
chr17	31946478	A	-	m6A	144	0.972	0.083	0.833	60	1	0.067	0.683	38	1	0.184	0.633	73	1	0.082	0.733
chr17	32060531	A	+	m6A	102	1	0.078	0.75	30	1	0.067	0.783	32	1	0.094	0.733	60	1	0.067	0.717
chr17	32882167	A	-	m6A	46	0.978	0.239	0.767	36	1	0.139	0.733	28	1	0.5	0.8	37	0.973	0.081	0.767
chr17	33691671	A	-	m6A	48	0.979	0.146	0.833	27	1	0.148	0.667	26	1	0.192	0.7	45	0.978	0.156	0.767
chr17	33775048	A	-	m6A	88	0.989	0.409	0.8	31	1	0.065	0.65	27	0.926	0.481	0.867	41	1	0.317	0.8
chr17	33848585	A	+	m6A	203	0.985	0.281	0.767	131	0.985	0.076	0.767	74	1	0.243	0.7	107	0.981	0.14	0.667
chr17	33848649	A	+	m6A	204	0.99	0.279	0.767	124	0.976	0.073	0.767	74	0.973	0.23	0.8	100	0.97	0.15	0.7
chr17	33913712	A	+	m6A	120	0.992	0.083	0.883	33	1	0	NA	39	1	0.154	0.683	65	1	0.062	0.7
chr17	33937386	A	+	m6A	82	0.976	0.085	0.733	32	1	0.062	0.733	28	0.929	0.107	0.567	49	0.98	0.061	0.767
chr17	33937448	A	+	m6A	75	0.96	0.213	0.683	33	0.97	0.091	0.8	28	0.964	0.143	0.817	58	1	0.086	0.867
chr17	33966235	A	+	m6A	105	1	0.181	0.833	53	0.981	0.057	0.867	31	1	0.29	0.733	63	1	0	NA
chr17	33996356	A	-	m6A	53	0.981	0.509	0.767	40	1	0.175	0.9	26	0.962	0.5	0.9	51	1	0.373	0.967
chr17	34028434	A	-	m6A	280	0.968	0.4	0.8	180	0.994	0.194	0.833	120	0.983	0.417	0.867	197	0.97	0.234	0.767
chr17	34112429	A	-	m6A	193	0.984	0.135	0.683	46	1	0.043	0.583	63	0.968	0.095	0.617	121	0.959	0.124	0.7
chr17	34596292	A	+	m6A	83	1	0.12	0.7	29	1	0.103	0.667	31	1	0.258	0.7	56	1	0.089	0.833
chr17	34596494	A	+	m6A	91	1	0.154	0.783	39	1	0.077	0.8	38	1	0.342	0.767	60	0.983	0.067	0.833
chr17	34839133	A	+	m6A	57	1	0.088	0.633	54	1	0.019	0.733	29	1	0.103	0.767	54	1	0.056	0.667
chr17	34913823	A	+	m6A	475	0.977	0.368	0.767	236	0.983	0.148	0.767	221	0.973	0.344	0.8	302	0.967	0.205	0.767
chr17	34985749	A	+	m6A	667	0.978	0.063	0.8	347	0.983	0.046	0.633	259	0.981	0.054	0.733	323	0.975	0.059	0.733
chr17	35058570	A	+	m6A	179	0.966	0.056	0.65	103	0.981	0.029	0.7	135	0.985	0.126	0.767	151	0.993	0.06	0.833
chr17	35124640	A	+	m6A	76	1	0.197	0.733	58	1	0.086	0.667	38	1	0.316	0.633	62	0.968	0.161	0.7
chr17	35124674	A	+	m6A	72	0.917	0.208	0.8	57	0.965	0.123	0.733	37	0.946	0.27	0.617	60	0.967	0.167	0.817
chr17	35124700	A	+	m6A	75	0.973	0.053	0.667	57	1	0.053	0.833	40	1	0.125	0.667	65	0.985	0.092	0.783
chr17	35124719	A	+	m6A	72	0.972	0.139	0.717	54	0.981	0.037	0.767	38	1	0.158	0.75	54	0.944	0.074	0.6
chr17	35124727	A	+	m6A	72	0.931	0.361	0.767	58	1	0.103	0.8	36	0.972	0.472	0.767	65	0.969	0.2	0.9
chr17	35656478	A	-	m6A	67	0.881	0.06	0.95	59	0.949	0.017	0.733	34	0.794	0.176	0.65	46	0.935	0.065	0.833
chr17	35656496	A	-	m6A	70	0.971	0.086	0.65	62	0.935	0.032	0.65	42	0.976	0.095	0.783	50	0.94	0.04	0.6
chr17	35667969	A	-	m6A	226	0.987	0.053	0.833	114	1	0	NA	56	1	0.089	0.667	101	0.99	0	NA
chr17	35832554	A	+	m6A	66	1	0.167	0.767	47	0.979	0.021	0.633	61	1	0.18	0.733	53	0.981	0.038	0.733
chr17	35859550	A	+	m6A	134	0.985	0.104	0.767	35	1	0	NA	44	1	0.068	0.867	88	1	0.011	0.633
chr17	35892560	A	+	m6A	987	0.978	0.137	0.733	445	0.987	0.029	0.7	419	0.979	0.153	0.783	623	0.995	0.061	0.733
chr17	35892822	A	-	m6A	116	0.966	0.112	0.767	47	0.979	0.021	1	40	0.925	0.175	0.833	65	1	0.062	0.833
chr17	35956896	A	-	m6A	918	0.993	0.114	0.767	619	0.994	0.026	0.7	417	0.99	0.17	0.8	481	0.994	0.05	0.783
chr17	35956943	A	-	m6A	918	0.992	0.473	0.833	614	0.995	0.376	0.8	413	0.995	0.492	0.8	473	0.996	0.433	0.8
chr17	35957176	A	-	m6A	618	0.976	0.278	0.767	309	0.987	0.117	0.7	238	0.971	0.298	0.767	311	0.977	0.17	0.767
chr17	37010358	A	+	m6A	626	0.998	0.419	0.833	207	0.995	0.285	0.8	149	1	0.477	0.8	316	1	0.354	0.8
chr17	37010517	A	+	m6A	636	0.976	0.324	0.733	213	0.977	0.296	0.733	156	0.968	0.276	0.7	313	0.971	0.329	0.767
chr17	42793417	A	-	m6A	124	0.992	0.194	0.717	47	0.979	0.064	0.9	71	0.972	0.197	0.75	103	1	0.087	0.767
chr17	42793470	A	-	m6A	117	0.991	0.094	0.8	41	1	0.073	0.9	59	1	0.102	0.883	100	0.99	0.03	0.767
chr17	45392039	A	-	m6A	555	0.993	0.283	0.733	233	0.996	0.142	0.767	206	0.976	0.252	0.767	299	0.977	0.217	0.733
chr17	45392045	A	-	m6A	567	0.995	0.063	0.667	236	0.996	0.021	0.667	211	0.986	0.057	0.633	304	0.997	0.02	0.7
chr17	45392220	A	-	m6A	493	0.998	0.375	0.733	177	1	0.136	0.75	152	1	0.388	0.733	255	0.996	0.235	0.75
chr17	45520601	A	+	m6A	109	1	0.367	0.783	41	1	0.024	0.667	30	1	0.533	0.817	47	1	0.255	0.683
chr17	45585421	A	-	m6A	383	0.992	0.415	0.8	145	1	0.172	0.867	110	0.991	0.345	0.85	214	0.995	0.21	0.733
chr17	45585508	A	-	m6A	356	0.975	0.278	0.8	128	1	0.141	0.7	98	0.99	0.306	0.75	202	0.985	0.139	0.8
chr17	45585556	A	-	m6A	317	0.975	0.284	0.8	114	0.974	0.114	0.8	88	0.977	0.364	0.817	182	0.984	0.176	0.783
chr17	45601120	A	-	m6A	255	0.98	0.141	0.7	35	1	0.029	0.6	66	1	0.091	0.867	175	0.96	0.029	0.733
chr17	45698325	A	+	m6A	229	0.996	0.271	0.767	192	0.99	0.125	0.833	86	1	0.291	0.767	155	1	0.206	0.783
chr17	46128660	A	+	m6A	240	0.996	0.221	0.8	167	1	0.018	0.967	84	0.976	0.226	0.8	110	1	0.055	0.95
chr17	46242247	A	+	m6A	112	0.991	0.116	0.7	55	0.982	0.036	0.867	46	1	0.174	0.85	73	1	0.055	0.867
chr17	46244106	A	-	m6A	374	0.995	0.222	0.733	132	0.985	0.03	0.767	108	0.972	0.185	0.75	197	0.995	0.112	0.8
chr17	46251893	A	+	m6A	114	0.974	0.36	0.8	98	0.99	0.082	0.767	54	1	0.352	0.767	99	0.98	0.071	0.833
chr17	46258022	A	-	m6A	108	0.991	0.491	0.8	53	0.962	0.17	0.867	50	1	0.56	0.867	91	0.978	0.275	0.833
chr17	46650106	A	+	m6A	319	0.997	0.176	0.867	221	1	0.05	0.867	130	1	0.223	0.867	197	1	0.051	0.817
chr17	46674970	A	-	m6A	209	0.986	0.416	0.767	89	0.989	0.213	0.7	62	0.968	0.339	0.767	121	0.959	0.281	0.683
chr17	46675000	A	-	m6A	217	0.986	0.194	0.767	83	0.988	0.06	0.6	66	0.97	0.212	0.767	117	0.974	0.068	0.65
chr17	46682924	A	+	m6A	217	0.995	0.106	0.733	149	1	0.02	0.833	72	1	0.167	0.733	128	1	0.047	0.767
chr17	46683420	A	-	m6A	92	0.989	0.098	0.733	28	0.964	0.179	0.733	41	1	0.122	0.8	80	0.975	0.1	0.783
chr17	46774674	A	-	m6A	223	0.946	0.206	0.833	48	1	0.062	0.9	52	1	0.25	0.767	115	0.983	0.087	0.85
